%ID;MAG1;MAG2;MAG3;ACS1;ACS2;AKS3;GYRO1;GYRO2;GYRO3;HH;MM;SS;MS


24940;654;582;563;521;291;527;457;344;439;11;09;45;523
24941;654;581;563;519;289;530;457;344;439;11;09;45;543
24942;654;581;563;519;285;530;457;344;439;11;09;45;563
24943;654;581;562;522;287;530;457;344;438;11;09;45;583
24944;655;581;563;523;285;529;457;344;439;11;09;45;603
24945;654;581;563;516;289;532;457;344;438;11;09;45;623
24946;654;581;563;515;289;530;457;344;438;11;09;45;643
24947;655;581;563;519;291;531;457;344;438;11;09;45;663
24948;654;581;563;522;288;530;457;344;438;11;09;45;683
24949;654;581;563;520;288;526;457;344;438;11;09;45;703
24950;655;581;563;517;290;530;457;344;438;11;09;45;723
24951;653;581;564;517;286;529;457;344;438;11;09;45;773
24952;655;581;563;518;290;528;457;344;439;11;09;45;783
24953;654;581;563;519;288;531;457;344;438;11;09;45;793
24954;654;581;563;520;287;528;457;344;438;11;09;45;813
24955;654;581;563;518;293;533;457;344;438;11;09;45;833
24956;654;580;563;517;285;532;457;344;438;11;09;45;843
24957;654;581;563;520;292;531;457;344;438;11;09;45;863
24958;654;581;563;521;287;528;458;344;438;11;09;45;883
24959;655;581;563;518;289;532;458;344;438;11;09;45;913
24960;655;581;563;520;294;530;457;344;438;11;09;45;933
24961;654;581;563;521;286;531;457;344;438;11;09;45;943
24962;655;581;563;518;288;530;457;345;438;11;09;45;973
24963;655;581;563;520;291;530;457;344;438;11;09;45;983
24964;655;581;563;522;287;526;457;344;438;11;09;46;013
24965;655;581;563;521;289;527;457;344;438;11;09;46;033
24966;654;581;563;516;289;527;458;344;438;11;09;46;053
24967;655;581;563;519;290;532;457;344;438;11;09;46;063
24968;654;581;563;519;286;529;458;345;438;11;09;46;093
24969;655;581;563;519;289;530;457;345;438;11;09;46;103
24970;654;581;562;518;289;532;457;345;438;11;09;46;123
24971;654;581;563;520;289;532;457;345;438;11;09;46;153
24972;655;581;562;520;286;529;457;345;438;11;09;46;163
24973;654;581;563;523;288;532;457;344;438;11;09;46;183
24974;655;581;563;516;291;531;457;345;438;11;09;46;213
24975;654;581;563;520;287;530;457;344;438;11;09;46;223
24976;654;581;563;522;287;527;458;344;438;11;09;46;253
24977;654;581;564;517;287;528;457;345;438;11;09;46;263
24978;654;581;563;521;288;528;457;344;438;11;09;46;293
24979;655;581;563;517;287;529;457;344;438;11;09;46;303
24980;654;581;563;516;287;528;457;344;438;11;09;46;333
24981;655;581;563;517;289;532;457;344;438;11;09;46;353
24982;655;581;563;520;284;530;457;344;438;11;09;46;363
24983;654;581;563;521;289;530;457;344;438;11;09;46;383
24984;654;581;563;521;284;524;457;344;438;11;09;46;413
24985;655;581;563;520;289;530;457;345;438;11;09;46;423
24986;654;581;563;517;288;526;457;345;438;11;09;46;443
24987;655;581;563;521;289;528;457;345;438;11;09;46;463
24988;655;581;563;520;289;527;457;344;438;11;09;46;483
24989;654;581;563;520;285;531;457;345;438;11;09;46;503
24990;655;581;563;520;287;529;457;345;438;11;09;46;523
24991;655;581;563;519;291;530;457;344;438;11;09;46;543
24992;654;580;563;517;286;529;457;344;439;11;09;46;583
24993;654;581;563;522;292;526;457;344;439;11;09;46;593
24994;655;581;563;519;288;530;457;344;438;11;09;46;613
24995;654;580;563;521;288;528;457;344;438;11;09;46;633
24996;654;581;563;517;287;529;457;345;438;11;09;46;643
24997;654;581;563;518;289;529;457;345;438;11;09;46;663
24998;654;581;563;519;286;530;457;344;438;11;09;46;693
24999;654;581;563;517;290;529;458;345;438;11;09;46;703
25000;654;581;563;523;287;530;457;345;438;11;09;46;723
25001;655;581;563;517;289;526;457;344;438;11;09;46;743
25002;654;581;563;517;291;528;457;345;438;11;09;46;763
25003;654;581;563;520;285;526;457;345;438;11;09;46;783
25004;654;581;564;519;287;530;457;345;438;11;09;46;803
25005;654;582;563;517;289;530;457;344;438;11;09;46;823
25006;654;581;563;518;287;530;457;344;438;11;09;46;843
25007;654;581;563;516;290;530;458;344;438;11;09;46;863
25008;654;581;563;518;288;529;457;344;438;11;09;46;893
25009;654;581;563;520;288;529;458;344;438;11;09;46;913
25010;654;581;563;519;287;524;457;344;438;11;09;46;933
25011;655;581;562;519;288;531;457;344;438;11;09;46;953
25012;654;581;563;520;289;530;457;344;438;11;09;46;973
25013;654;581;563;519;289;531;458;345;438;11;09;46;983
25014;654;581;563;522;288;526;457;344;438;11;09;47;003
25015;655;581;563;519;287;528;457;344;438;11;09;47;023
25016;654;581;563;520;289;531;457;345;438;11;09;47;043
25017;654;581;563;520;285;528;457;344;438;11;09;47;063
25018;655;581;562;521;287;525;457;344;438;11;09;47;093
25019;653;581;563;518;289;530;457;344;438;11;09;47;113
25020;654;581;563;520;285;530;457;344;438;11;09;47;133
25021;654;581;563;516;290;529;457;345;438;11;09;47;153
25022;654;581;563;516;285;526;457;344;438;11;09;47;173
25023;655;581;563;521;288;530;457;344;438;11;09;47;193
25024;655;581;563;527;287;530;457;344;438;11;09;47;213
25025;654;581;563;514;289;527;457;344;438;11;09;47;233
25026;654;581;563;517;290;526;457;344;438;11;09;47;243
25027;654;581;563;524;287;527;457;345;438;11;09;47;263
25028;654;581;564;517;287;527;457;344;438;11;09;47;283
25029;654;581;563;521;287;527;457;344;438;11;09;47;303
25030;654;581;563;517;284;527;457;344;438;11;09;47;323
25031;654;581;564;519;290;530;457;344;438;11;09;47;343
25032;654;581;562;516;288;526;457;344;438;11;09;47;363
25033;655;581;563;515;288;528;457;344;438;11;09;47;383
25034;654;581;563;513;287;532;457;344;438;11;09;47;403
25035;655;581;563;519;292;526;457;344;438;11;09;47;423
25036;654;581;563;520;287;530;457;345;438;11;09;47;443
25037;654;581;563;519;288;528;457;344;438;11;09;47;463
25038;654;581;563;521;292;529;457;344;438;11;09;47;483
25039;654;581;563;519;289;528;457;344;438;11;09;47;503
25040;654;581;563;515;284;531;457;344;438;11;09;47;523
25041;654;581;563;520;289;527;457;345;438;11;09;47;543
25042;654;581;563;518;289;530;457;344;438;11;09;47;563
25043;654;581;563;517;289;529;457;344;438;11;09;47;583
25044;654;581;563;517;287;529;457;344;438;11;09;47;603
25045;654;581;563;520;290;527;457;344;438;11;09;47;623
25046;654;581;563;517;290;527;457;344;438;11;09;47;653
25047;654;581;562;518;287;528;458;344;438;11;09;47;673
25048;654;581;562;517;289;527;457;343;438;11;09;47;693
25049;654;581;562;521;287;528;457;343;438;11;09;47;703
25050;654;581;563;515;287;528;457;343;438;11;09;47;723
25051;654;581;563;519;285;527;457;344;438;11;09;47;743
25052;654;581;563;519;283;528;457;343;438;11;09;47;763
25053;654;581;562;517;289;530;458;343;438;11;09;47;783
25054;654;581;562;519;290;529;457;343;438;11;09;47;803
25055;654;581;562;518;286;529;457;344;438;11;09;47;823
25056;654;581;562;517;290;526;458;344;438;11;09;47;853
25057;655;581;562;517;289;526;457;344;438;11;09;47;863
25058;654;581;562;518;289;527;457;344;438;11;09;47;893
25059;654;581;562;517;291;530;457;344;438;11;09;47;903
25060;655;581;562;519;284;527;457;344;438;11;09;47;933
25061;654;582;563;517;292;526;457;344;438;11;09;47;943
25062;654;581;563;519;291;530;457;343;438;11;09;47;973
25063;654;581;563;519;289;529;457;343;438;11;09;47;993
25064;654;581;562;517;291;530;457;344;438;11;09;48;003
25065;654;581;563;519;293;528;457;345;438;11;09;48;023
25066;654;581;563;520;288;529;457;344;438;11;09;48;043
25067;654;581;563;523;288;531;457;344;438;11;09;48;063
25068;655;581;563;519;288;523;457;344;438;11;09;48;083
25069;654;581;562;518;292;529;457;344;438;11;09;48;103
25070;654;581;563;521;290;528;458;344;438;11;09;48;123
25071;654;581;563;521;290;529;457;344;438;11;09;48;143
25072;654;580;563;519;292;528;457;344;438;11;09;48;163
25073;654;580;563;520;289;527;458;344;438;11;09;48;183
25074;655;581;563;519;289;529;457;344;438;11;09;48;203
25075;654;581;563;518;289;528;457;344;438;11;09;48;223
25076;655;581;563;520;291;530;457;344;438;11;09;48;243
25077;654;581;564;520;289;528;458;344;438;11;09;48;263
25078;654;581;563;520;286;528;457;344;438;11;09;48;283
25079;654;580;563;517;288;529;457;344;438;11;09;48;303
25080;655;581;563;517;288;532;457;344;438;11;09;48;323
25081;655;581;563;517;292;528;457;344;438;11;09;48;343
25082;654;581;563;523;286;526;457;344;438;11;09;48;363
25083;654;581;563;521;289;531;457;344;438;11;09;48;383
25084;655;581;563;519;286;529;457;344;438;11;09;48;403
25085;654;581;563;522;289;526;457;344;438;11;09;48;433
25086;654;581;563;521;289;531;458;344;438;11;09;48;443
25087;655;580;563;516;292;527;457;345;438;11;09;48;463
25088;655;581;563;517;285;530;457;344;438;11;09;48;493
25089;655;581;563;519;290;530;458;344;438;11;09;48;513
25090;655;581;564;517;288;527;458;345;438;11;09;48;523
25091;654;581;563;522;287;531;457;344;438;11;09;48;553
25092;654;581;563;520;287;530;457;344;438;11;09;48;563
25093;654;581;563;518;290;528;457;344;438;11;09;48;593
25094;655;581;562;519;290;529;457;344;438;11;09;48;603
25095;654;581;563;522;285;528;457;344;438;11;09;48;633
25096;654;581;563;519;287;530;457;344;438;11;09;48;643
25097;654;581;564;518;287;528;457;344;438;11;09;48;663
25098;654;581;563;519;288;532;457;345;438;11;09;48;683
25099;654;581;563;516;289;530;457;345;438;11;09;48;713
25100;654;581;563;520;285;528;457;345;438;11;09;48;733
25101;654;581;563;519;291;529;457;344;438;11;09;48;753
25102;655;581;563;518;288;527;457;344;438;11;09;48;773
25103;655;581;563;518;291;529;457;344;438;11;09;48;783
25104;654;581;563;519;287;530;458;344;438;11;09;48;813
25105;655;581;563;514;287;530;457;344;438;11;09;48;833
25106;654;581;563;517;289;530;457;344;438;11;09;48;843
25107;654;581;563;519;285;527;458;345;438;11;09;48;863
25108;654;581;563;520;290;526;457;344;438;11;09;48;893
25109;654;581;563;518;286;527;457;344;438;11;09;48;913
25110;654;581;563;517;288;529;457;344;438;11;09;48;933
25111;654;580;563;519;289;530;457;344;438;11;09;48;953
25112;654;581;562;521;287;529;457;344;438;11;09;48;973
25113;654;581;563;521;282;530;457;345;438;11;09;48;983
25114;654;581;564;520;288;528;457;344;438;11;09;49;003
25115;655;581;563;520;287;529;457;345;438;11;09;49;033
25116;654;581;563;518;290;531;457;345;438;11;09;49;053
25117;655;581;563;521;290;530;457;344;438;11;09;49;073
25118;655;581;563;520;289;530;457;344;438;11;09;49;093
25119;654;581;563;524;290;529;457;344;438;11;09;49;103
25120;654;581;563;518;287;531;457;344;438;11;09;49;143
25121;655;581;563;521;291;526;457;344;438;11;09;49;173
25122;654;580;563;521;289;530;457;344;438;11;09;49;173
25123;654;581;563;518;287;530;457;344;438;11;09;49;183
25124;654;581;562;516;291;533;457;344;438;11;09;49;203
25125;655;581;562;520;285;527;458;344;438;11;09;49;223
25126;654;582;563;521;289;532;457;344;438;11;09;49;243
25127;654;581;563;521;289;531;458;345;438;11;09;49;263
25128;654;581;562;515;292;532;457;345;438;11;09;49;283
25129;653;581;563;519;292;531;457;344;438;11;09;49;303
25130;655;581;563;520;291;531;458;344;438;11;09;49;323
25131;654;581;563;520;293;530;458;344;438;11;09;49;343
25132;654;581;564;517;289;527;457;344;438;11;09;49;363
25133;654;581;563;522;288;530;457;344;438;11;09;49;383
25134;654;581;563;515;291;530;457;344;438;11;09;49;403
25135;654;581;563;518;289;530;457;344;438;11;09;49;423
25136;654;581;563;519;290;528;458;344;438;11;09;49;443
25137;654;581;563;520;289;530;457;344;438;11;09;49;463
25138;654;581;563;520;292;528;457;344;438;11;09;49;483
25139;655;581;563;517;290;530;457;344;438;11;09;49;503
25140;654;581;563;518;289;529;457;344;438;11;09;49;523
25141;654;581;563;521;290;527;457;344;438;11;09;49;543
25142;654;581;563;518;290;527;458;345;438;11;09;49;563
25143;654;581;562;517;288;530;457;344;438;11;09;49;583
25144;654;582;562;518;293;529;457;344;438;11;09;49;603
25145;655;579;563;517;289;529;458;344;438;11;09;49;623
25146;654;581;563;518;288;529;457;344;438;11;09;49;643
25147;655;581;563;517;290;530;457;345;438;11;09;49;663
25148;655;579;563;520;289;529;457;345;438;11;09;49;683
25149;654;581;564;521;285;530;457;344;438;11;09;49;703
25150;655;581;564;515;286;527;457;344;438;11;09;49;723
25151;654;579;563;523;289;531;457;344;438;11;09;49;743
25152;654;581;563;515;290;526;457;344;438;11;09;49;763
25153;655;579;562;517;289;527;457;344;438;11;09;49;783
25154;654;581;563;516;289;530;458;344;438;11;09;49;803
25155;655;581;563;521;290;525;457;344;438;11;09;49;823
25156;654;580;563;517;286;528;457;345;438;11;09;49;843
25157;654;581;563;519;287;531;457;344;438;11;09;49;863
25158;655;581;563;521;291;530;458;344;438;11;09;49;883
25159;654;581;563;519;289;526;458;345;438;11;09;49;903
25160;655;581;563;517;289;530;457;344;438;11;09;49;923
25161;655;581;564;518;289;526;457;344;438;11;09;49;943
25162;655;581;563;522;290;534;457;344;438;11;09;49;963
25163;654;581;563;520;293;530;457;345;438;11;09;49;993
25164;655;581;563;520;290;528;457;344;438;11;09;50;003
25165;654;579;563;518;289;527;458;344;438;11;09;50;023
25166;654;580;563;520;288;528;457;344;438;11;09;50;043
25167;654;580;562;518;291;529;457;344;438;11;09;50;063
25168;654;580;563;519;289;529;457;344;438;11;09;50;083
25169;654;581;562;517;287;529;457;344;438;11;09;50;103
25170;654;581;563;520;287;528;457;344;438;11;09;50;123
25171;654;581;563;519;289;529;457;344;438;11;09;50;143
25172;655;581;562;523;287;527;457;344;438;11;09;50;163
25173;654;580;563;519;286;532;457;344;438;11;09;50;183
25174;654;580;563;520;289;528;457;344;438;11;09;50;213
25175;654;581;564;518;288;530;457;344;438;11;09;50;223
25176;654;580;564;516;288;527;457;344;438;11;09;50;243
25177;654;581;563;521;289;530;457;344;439;11;09;50;273
25178;654;581;563;522;289;530;457;344;438;11;09;50;283
25179;654;581;563;516;289;528;457;344;438;11;09;50;303
25180;654;581;563;520;287;528;457;344;438;11;09;50;323
25181;654;581;563;520;288;527;457;344;438;11;09;50;343
25182;654;581;563;523;287;528;457;344;438;11;09;50;373
25183;654;581;563;518;288;530;457;345;438;11;09;50;383
25184;654;580;563;521;289;530;457;344;438;11;09;50;413
25185;654;581;563;519;288;529;457;344;438;11;09;50;433
25186;654;580;563;518;289;531;457;344;438;11;09;50;453
25187;655;581;563;523;287;526;457;344;438;11;09;50;463
25188;654;581;564;519;288;528;457;344;438;11;09;50;483
25189;654;581;564;520;291;527;457;344;438;11;09;50;503
25190;654;581;563;518;286;527;457;344;438;11;09;50;533
25191;654;581;563;516;287;530;457;345;438;11;09;50;543
25192;654;581;562;519;292;529;457;344;438;11;09;50;563
25193;654;581;563;518;291;526;457;344;438;11;09;50;583
25194;654;581;563;523;290;528;457;344;438;11;09;50;603
25195;654;581;562;520;286;529;458;344;438;11;09;50;623
25196;654;581;563;521;286;530;457;344;438;11;09;50;643
25197;655;580;564;519;288;530;457;344;438;11;09;50;663
25198;655;581;564;517;288;531;457;344;438;11;09;50;683
25199;655;581;563;520;291;528;457;344;438;11;09;50;703
25200;655;581;563;518;290;529;457;344;438;11;09;50;723
25201;654;581;563;516;287;532;457;344;438;11;09;50;743
25202;654;581;563;517;288;526;458;344;438;11;09;50;763
25203;655;581;563;522;290;530;458;344;438;11;09;50;783
25204;655;581;563;519;292;529;457;344;438;11;09;50;803
25205;655;581;564;524;288;528;458;344;438;11;09;50;823
25206;655;581;563;517;289;526;457;344;438;11;09;50;853
25207;655;581;562;518;289;528;457;344;438;11;09;50;863
25208;655;581;563;518;288;530;457;344;438;11;09;50;883
25209;655;581;564;517;287;528;457;344;438;11;09;50;913
25210;655;581;563;521;289;527;457;344;438;11;09;50;923
25211;655;581;563;520;293;531;457;344;438;11;09;50;943
25212;655;582;563;519;292;528;457;344;438;11;09;50;963
25213;654;581;563;517;289;527;457;344;438;11;09;50;983
25214;655;581;563;517;287;526;457;344;438;11;09;51;003
25215;655;580;564;517;291;528;457;344;438;11;09;51;023
25216;655;580;563;518;288;530;457;344;438;11;09;51;043
25217;655;581;563;521;291;530;457;344;438;11;09;51;063
25218;655;581;563;520;288;528;457;344;438;11;09;51;083
25219;655;581;562;521;289;529;457;344;438;11;09;51;103
25220;655;581;562;518;291;532;457;344;438;11;09;51;123
25221;655;581;564;519;295;532;458;344;438;11;09;51;143
25222;655;580;562;520;289;531;457;344;438;11;09;51;163
25223;655;581;563;517;290;531;457;344;438;11;09;51;183
25224;655;581;562;518;288;528;457;344;438;11;09;51;203
25225;655;581;562;520;289;529;457;344;438;11;09;51;223
25226;654;581;564;521;289;528;457;344;438;11;09;51;243
25227;655;581;563;521;288;528;457;344;438;11;09;51;273
25228;655;581;563;519;288;528;457;344;438;11;09;51;283
25229;655;580;563;519;289;530;458;344;438;11;09;51;303
25230;655;581;562;518;289;529;457;344;438;11;09;51;323
25231;655;580;563;515;293;529;457;344;438;11;09;51;343
25232;655;581;563;519;290;528;457;344;438;11;09;51;363
25233;655;581;563;517;291;530;457;344;438;11;09;51;383
25234;655;580;564;519;292;530;457;344;438;11;09;51;403
25235;655;580;563;519;289;527;457;344;438;11;09;51;423
25236;654;581;563;521;289;529;457;344;438;11;09;51;443
25237;654;581;564;517;289;526;457;344;438;11;09;51;463
25238;655;581;563;521;291;531;457;344;438;11;09;51;483
25239;655;581;562;521;289;529;457;344;438;11;09;51;503
25240;655;581;563;518;292;532;457;344;438;11;09;51;523
25241;655;580;563;515;287;526;457;344;438;11;09;51;543
25242;654;580;562;520;287;529;457;344;438;11;09;51;563
25243;654;580;564;518;286;529;457;344;438;11;09;51;583
25244;655;580;564;515;289;529;457;344;438;11;09;51;603
25245;655;579;562;520;288;531;458;344;438;11;09;51;623
25246;654;581;564;517;285;531;457;344;438;11;09;51;643
25247;655;581;563;517;288;528;458;344;438;11;09;51;663
25248;654;579;563;519;290;529;457;344;438;11;09;51;693
25249;655;581;563;518;289;529;457;344;437;11;09;51;703
25250;655;581;562;514;290;531;457;344;437;11;09;51;733
25251;654;582;561;517;289;527;457;344;438;11;09;51;743
25252;655;581;563;519;289;527;457;344;437;11;09;51;763
25253;655;581;563;518;291;526;457;344;438;11;09;51;783
25254;654;581;563;517;290;530;457;344;438;11;09;51;803
25255;655;581;564;520;285;529;457;344;438;11;09;51;823
25256;654;581;563;519;287;530;457;344;438;11;09;51;843
25257;655;580;563;517;288;530;457;344;437;11;09;51;863
25258;655;581;563;518;289;529;457;344;437;11;09;51;883
25259;654;581;564;517;291;530;457;344;438;11;09;51;903
25260;654;580;563;517;288;528;457;344;438;11;09;51;923
25261;655;581;563;517;285;529;457;344;438;11;09;51;943
25262;655;581;563;521;292;528;457;344;438;11;09;51;963
25263;654;580;563;520;287;528;457;344;438;11;09;51;983
25264;654;580;563;519;291;530;457;344;438;11;09;52;003
25265;655;580;563;519;293;530;458;344;438;11;09;52;023
25266;655;580;563;520;291;528;457;344;437;11;09;52;043
25267;655;580;562;522;289;530;457;344;438;11;09;52;063
25268;654;581;562;522;287;530;457;344;438;11;09;52;083
25269;654;580;562;521;288;528;457;344;438;11;09;52;103
25270;655;580;563;519;289;531;457;344;438;11;09;52;123
25271;655;580;563;517;292;529;457;344;438;11;09;52;143
25272;654;581;563;517;287;530;457;344;438;11;09;52;163
25273;655;581;564;521;290;530;457;344;438;11;09;52;183
25274;655;581;564;517;289;527;457;344;438;11;09;52;203
25275;655;581;563;522;291;530;457;344;438;11;09;52;233
25276;655;581;564;518;288;529;457;344;438;11;09;52;243
25277;655;581;564;519;288;529;457;344;438;11;09;52;263
25278;654;581;563;517;287;531;457;344;438;11;09;52;293
25279;654;581;563;519;289;531;457;344;438;11;09;52;303
25280;655;581;563;515;292;525;457;344;438;11;09;52;323
25281;654;581;563;521;291;525;457;344;438;11;09;52;343
25282;655;581;563;522;287;528;458;345;438;11;09;52;363
25283;655;580;563;517;288;530;458;344;438;11;09;52;383
25284;654;580;563;519;286;530;458;345;438;11;09;52;403
25285;654;580;562;521;289;534;457;344;438;11;09;52;423
25286;654;581;562;521;289;528;457;344;438;11;09;52;443
25287;654;581;563;521;291;527;458;344;438;11;09;52;463
25288;655;581;563;519;287;530;457;344;438;11;09;52;483
25289;654;581;563;519;287;529;458;344;438;11;09;52;503
25290;655;581;563;522;291;528;458;344;438;11;09;52;523
25291;654;581;563;521;291;528;458;344;438;11;09;52;553
25292;655;581;563;522;288;531;457;345;438;11;09;52;563
25293;655;581;563;517;291;528;457;344;438;11;09;52;583
25294;654;581;563;521;288;530;457;344;438;11;09;52;603
25295;655;580;563;521;291;530;457;345;437;11;09;52;623
25296;654;580;562;518;287;530;457;344;437;11;09;52;643
25297;655;581;563;520;292;529;458;345;437;11;09;52;663
25298;655;581;562;522;289;528;457;345;437;11;09;52;683
25299;655;581;563;518;290;530;458;344;437;11;09;52;703
25300;654;581;563;517;289;531;457;344;437;11;09;52;723
25301;655;581;563;519;289;531;457;344;437;11;09;52;743
25302;655;581;563;521;289;530;458;344;436;11;09;52;763
25303;655;580;563;521;289;530;458;344;437;11;09;52;783
25304;655;581;563;519;287;530;458;345;437;11;09;52;803
25305;656;581;563;519;291;531;457;344;437;11;09;52;823
25306;655;581;563;522;289;527;458;344;437;11;09;52;843
25307;655;581;563;521;289;530;457;344;437;11;09;52;863
25308;655;580;562;517;287;527;457;344;437;11;09;52;883
25309;655;580;563;518;288;529;458;344;437;11;09;52;903
25310;655;581;563;521;289;530;457;344;438;11;09;52;923
25311;654;581;564;517;285;525;457;344;437;11;09;52;953
25312;655;581;563;519;292;529;457;344;437;11;09;52;983
25313;655;581;563;516;291;530;457;344;438;11;09;52;993
25314;655;580;563;520;292;530;457;344;438;11;09;53;013
25315;655;580;563;523;289;527;457;344;438;11;09;53;023
25316;656;581;564;520;289;530;457;344;438;11;09;53;043
25317;655;581;564;521;288;529;457;344;438;11;09;53;063
25318;654;581;563;520;285;527;457;344;438;11;09;53;083
25319;655;581;563;517;289;530;457;344;438;11;09;53;103
25320;655;581;564;519;287;530;457;344;438;11;09;53;123
25321;655;580;563;517;289;529;457;344;438;11;09;53;143
25322;655;581;564;521;292;530;458;344;438;11;09;53;163
25323;655;581;563;517;288;526;457;344;438;11;09;53;183
25324;655;581;564;519;289;532;458;344;438;11;09;53;203
25325;655;581;563;517;289;530;458;344;437;11;09;53;223
25326;654;581;564;521;289;526;457;345;438;11;09;53;243
25327;655;581;564;517;289;529;458;344;438;11;09;53;263
25328;655;581;563;518;289;528;457;345;438;11;09;53;283
25329;655;581;563;521;291;527;457;344;438;11;09;53;303
25330;655;581;563;521;286;530;458;345;438;11;09;53;323
25331;655;580;563;522;289;528;458;344;438;11;09;53;343
25332;655;581;563;519;287;531;457;344;438;11;09;53;363
25333;655;581;563;520;289;529;457;344;438;11;09;53;383
25334;655;581;562;520;291;530;457;344;437;11;09;53;403
25335;655;581;563;518;285;529;457;344;438;11;09;53;423
25336;655;581;563;521;289;529;457;345;438;11;09;53;443
25337;655;581;563;517;287;532;458;344;438;11;09;53;463
25338;655;581;563;519;290;530;457;345;438;11;09;53;483
25339;655;581;563;519;289;529;458;345;438;11;09;53;503
25340;655;580;563;521;285;533;457;344;438;11;09;53;523
25341;655;581;563;517;288;533;457;344;438;11;09;53;543
25342;655;581;563;520;288;531;458;345;438;11;09;53;573
25343;655;580;563;521;290;527;457;344;437;11;09;53;583
25344;655;580;563;518;289;530;457;345;438;11;09;53;603
25345;655;581;563;521;289;528;457;345;438;11;09;53;633
25346;654;581;564;523;287;528;457;345;437;11;09;53;643
25347;655;581;563;523;289;528;457;344;437;11;09;53;663
25348;655;581;563;521;293;529;457;344;439;11;09;53;683
25349;655;581;563;519;289;531;457;345;438;11;09;53;703
25350;655;581;564;518;289;528;457;345;438;11;09;53;723
25351;655;581;563;518;286;529;457;345;438;11;09;53;753
25352;655;580;562;517;291;530;457;344;438;11;09;53;763
25353;655;581;563;517;291;530;457;345;437;11;09;53;783
25354;655;581;563;518;291;530;457;344;438;11;09;53;803
25355;655;580;563;523;291;530;457;344;438;11;09;53;833
25356;655;581;563;519;289;531;457;345;437;11;09;53;843
25357;655;581;563;517;287;526;457;345;437;11;09;53;863
25358;656;581;563;518;289;526;457;345;438;11;09;53;883
25359;655;581;563;521;290;532;457;344;437;11;09;53;903
25360;655;581;563;521;288;532;457;345;438;11;09;53;923
25361;655;581;562;517;293;530;457;345;438;11;09;53;943
25362;655;581;563;519;289;529;457;344;438;11;09;53;963
25363;655;581;563;518;290;531;457;344;438;11;09;53;983
25364;655;581;562;519;285;531;457;345;438;11;09;54;003
25365;655;582;564;521;289;528;457;344;438;11;09;54;023
25366;655;581;564;520;288;530;457;345;438;11;09;54;053
25367;655;580;562;522;287;527;457;345;438;11;09;54;063
25368;655;580;562;516;291;530;457;344;438;11;09;54;083
25369;655;581;563;517;288;530;457;344;438;11;09;54;113
25370;656;581;563;520;289;528;457;345;438;11;09;54;123
25371;655;581;563;521;288;527;458;344;438;11;09;54;143
25372;654;581;563;517;287;530;458;344;438;11;09;54;163
25373;655;580;563;519;287;527;457;345;438;11;09;54;183
25374;655;580;563;518;289;528;458;344;438;11;09;54;203
25375;655;580;563;517;291;528;457;344;437;11;09;54;223
25376;655;581;563;517;289;527;457;344;438;11;09;54;263
25377;654;580;564;520;291;529;457;344;438;11;09;54;283
25378;655;581;562;517;287;531;457;345;438;11;09;54;293
25379;655;581;562;523;287;528;457;344;438;11;09;54;303
25380;655;581;563;521;285;529;457;345;438;11;09;54;323
25381;655;581;564;517;291;528;457;344;437;11;09;54;343
25382;655;581;563;517;288;527;457;344;437;11;09;54;363
25383;655;581;563;520;287;530;457;345;438;11;09;54;383
25384;654;581;563;517;287;530;457;344;437;11;09;54;403
25385;655;580;562;516;290;529;458;344;438;11;09;54;423
25386;655;581;563;517;291;530;458;345;438;11;09;54;443
25387;655;581;563;519;289;530;458;344;438;11;09;54;463
25388;655;580;563;512;316;534;458;344;438;11;09;54;483
25389;655;580;562;515;295;528;458;345;438;11;09;54;503
25390;655;580;563;519;291;530;458;345;438;11;09;54;523
25391;656;580;563;517;289;530;458;344;438;11;09;54;543
25392;655;580;563;516;287;531;458;345;438;11;09;54;563
25393;655;580;563;517;289;531;458;344;438;11;09;54;583
25394;655;580;562;518;289;530;457;344;438;11;09;54;603
25395;655;581;563;521;289;528;457;344;438;11;09;54;623
25396;654;581;565;521;289;527;457;345;438;11;09;54;643
25397;655;581;564;518;288;526;457;345;438;11;09;54;663
25398;654;581;562;520;289;529;457;344;438;11;09;54;683
25399;655;580;564;521;289;527;457;344;438;11;09;54;703
25400;655;581;562;521;289;529;458;344;438;11;09;54;723
25401;655;580;563;518;292;530;457;344;438;11;09;54;743
25402;655;580;563;518;287;531;458;344;438;11;09;54;763
25403;655;580;563;521;288;532;457;344;438;11;09;54;783
25404;655;581;563;514;287;527;457;344;438;11;09;54;803
25405;655;580;563;514;288;530;457;344;438;11;09;54;823
25406;655;581;563;519;290;531;457;344;438;11;09;54;843
25407;655;581;563;516;289;526;457;344;438;11;09;54;863
25408;655;580;563;516;291;526;457;344;438;11;09;54;883
25409;655;580;563;518;289;530;457;344;438;11;09;54;903
25410;655;581;563;521;289;528;457;344;438;11;09;54;923
25411;655;581;563;519;289;528;457;344;438;11;09;54;943
25412;655;581;563;518;289;528;457;345;438;11;09;54;963
25413;655;581;566;520;284;530;457;344;438;11;09;54;993
25414;654;581;564;516;289;526;457;344;438;11;09;55;013
25415;654;581;563;517;287;528;457;345;438;11;09;55;033
25416;654;581;563;519;289;529;457;344;438;11;09;55;053
25417;655;581;564;522;288;528;457;344;438;11;09;55;073
25418;655;581;563;519;289;530;457;344;438;11;09;55;093
25419;655;581;563;519;287;528;457;344;438;11;09;55;123
